Timestamp;SensorID;AttributeID;Value;
2017-01-01T00:00:38.6790000;Sensor9;PM10;5.24690965942852;
2017-01-01T00:30:39.0040000;Sensor0;O3;36.7797600526823;
2017-01-01T00:30:39.0040000;Sensor0;NO2;80.2280346451481;
2017-01-01T00:30:39.0040000;Sensor0;SO2;38.151540049253;
2017-01-01T00:30:39.0040000;Sensor0;PM10;1.99603267330184;
2017-01-01T00:30:27.8710000;Sensor1;O3;24.8904346727471;
2017-01-01T00:30:27.8710000;Sensor1;NO2;39.2544517861209;
2017-01-01T00:30:27.8710000;Sensor1;SO2;22.5360681184578;
2017-01-01T00:30:27.8710000;Sensor1;PM10;2.03249244814451;
2017-01-01T00:30:30.9300000;Sensor2;O3;35.7728060028143;
2017-01-01T00:30:30.9300000;Sensor2;NO2;67.3680601070102;
2017-01-01T00:30:30.9300000;Sensor2;SO2;51.6386956182312;
2017-01-01T00:30:30.9300000;Sensor2;PM10;6.4729109182616;
2017-01-01T00:30:07.9070000;Sensor3;O3;30.4811576773413;
2017-01-01T00:30:07.9070000;Sensor3;NO2;75.3217674157356;
2017-01-01T00:30:07.9070000;Sensor3;SO2;55.4534692790985;
2017-01-01T00:30:07.9070000;Sensor3;PM10;13.6141820327653;
2017-01-01T00:30:07.2000000;Sensor4;O3;26.1898797516064;
2017-01-01T00:30:07.2000000;Sensor4;NO2;79.5090204644355;
2017-01-01T00:30:07.2000000;Sensor4;SO2;32.136488990229;
2017-01-01T00:30:07.2000000;Sensor4;PM10;6.00498096358017;
2017-01-01T00:30:44.5270000;Sensor5;O3;36.4072610551217;
2017-01-01T00:30:44.5270000;Sensor5;NO2;15.1945462698168;
2017-01-01T00:30:44.5270000;Sensor5;SO2;52.114791499689;
2017-01-01T00:30:44.5270000;Sensor5;PM10;11.7831739686528;
2017-01-01T00:30:42.9280000;Sensor6;O3;23.7269595849234;
2017-01-01T00:30:42.9280000;Sensor6;NO2;76.0465909272865;
2017-01-01T00:30:42.9280000;Sensor6;SO2;69.4849079582858;
2017-01-01T00:30:42.9280000;Sensor6;PM10;11.1501063795513;
2017-01-01T00:31:12.6850000;Sensor7;O3;24.5494393965494;
2017-01-01T00:31:12.6850000;Sensor7;NO2;92.2474502253398;
2017-01-01T00:31:12.6850000;Sensor7;SO2;45.4545759976926;
2017-01-01T00:31:12.6850000;Sensor7;PM10;13.187324762143;
2017-01-01T00:31:06.3380000;Sensor8;O3;39.5784797558276;
2017-01-01T00:31:06.3380000;Sensor8;NO2;72.8571634909574;
2017-01-01T00:31:06.3380000;Sensor8;SO2;70.0549003898137;
2017-01-01T00:31:06.3380000;Sensor8;PM10;7.71252404226165;
2017-01-01T00:30:34.5600000;Sensor9;O3;30.3609667425686;
2017-01-01T00:30:34.5600000;Sensor9;NO2;32.2936627186725;
2017-01-01T00:30:34.5600000;Sensor9;SO2;19.6346721610986;
2017-01-01T00:30:34.5600000;Sensor9;PM10;6.95233842381558;
2017-01-01T01:00:44.5260000;Sensor0;O3;59.5323533239709;
2017-01-01T01:00:44.5260000;Sensor0;NO2;85.0708928234295;
2017-01-01T01:00:44.5260000;Sensor0;SO2;61.8887014016991;
2017-01-01T01:00:44.5260000;Sensor0;PM10;6.33424404998439;
2017-01-01T01:00:00.5210000;Sensor1;O3;49.6403717948338;
2017-01-01T01:00:00.5210000;Sensor1;NO2;48.9249144242492;
2017-01-01T01:00:00.5210000;Sensor1;SO2;61.6670399776829;
2017-01-01T01:00:00.5210000;Sensor1;PM10;7.02066171015361;
2017-01-01T01:01:00.5260000;Sensor2;O3;53.1241612283613;
2017-01-01T01:01:00.5260000;Sensor2;NO2;99.1848393000581;
2017-01-01T01:01:00.5260000;Sensor2;SO2;80.1176480359192;
2017-01-01T01:01:00.5260000;Sensor2;PM10;12.6561573915591;
2017-01-01T01:00:57.7960000;Sensor3;O3;54.3429759726844;
2017-01-01T01:00:57.7960000;Sensor3;NO2;76.476603548531;
2017-01-01T01:00:57.7960000;Sensor3;SO2;52.7649789177908;
2017-01-01T01:00:57.7960000;Sensor3;PM10;18.1439667866493;
2017-01-01T01:00:59.8800000;Sensor4;O3;49.6311367650539;
2017-01-01T01:00:59.8800000;Sensor4;NO2;109.828179116773;
2017-01-01T01:00:59.8800000;Sensor4;SO2;38.5616303679492;
2017-01-01T01:00:59.8800000;Sensor4;PM10;13.9346697812912;
2017-01-01T01:00:11.5060000;Sensor5;O3;59.1274554218818;
2017-01-01T01:00:11.5060000;Sensor5;NO2;57.1052742871508;
2017-01-01T01:00:11.5060000;Sensor5;SO2;91.4611259996061;
2017-01-01T01:00:11.5060000;Sensor5;PM10;13.2254018118038;
2017-01-01T01:01:12.9980000;Sensor6;O3;24.4381120464573;
2017-01-01T01:01:12.9980000;Sensor6;NO2;120.768747817087;
2017-01-01T01:01:12.9980000;Sensor6;SO2;92.1493493973376;
2017-01-01T01:01:12.9980000;Sensor6;PM10;10.8234581259429;
2017-01-01T01:00:46.8100000;Sensor7;O3;35.3810232412183;
2017-01-01T01:00:46.8100000;Sensor7;NO2;99.7573950946402;
2017-01-01T01:00:46.8100000;Sensor7;SO2;51.38757574833;
2017-01-01T01:00:46.8100000;Sensor7;PM10;15.2545016390865;
2017-01-01T01:01:13.5430000;Sensor8;O3;40.8840472614108;
2017-01-01T01:01:13.5430000;Sensor8;NO2;70.7214287488255;
2017-01-01T01:01:13.5430000;Sensor8;SO2;75.4265238964033;
2017-01-01T01:01:13.5430000;Sensor8;PM10;15.7879532760255;
2017-01-01T01:01:28.3460000;Sensor9;O3;34.598106765965;
2017-01-01T01:01:28.3460000;Sensor9;NO2;69.9039032034986;
2017-01-01T01:01:28.3460000;Sensor9;SO2;27.9956802094865;
2017-01-01T01:01:28.3460000;Sensor9;PM10;14.5756426434909;
2017-01-01T01:30:36.6720000;Sensor0;O3;68.7643773753426;
2017-01-01T01:30:36.6720000;Sensor0;NO2;103.532027117861;
2017-01-01T01:30:36.6720000;Sensor0;SO2;81.4432877428332;
2017-01-01T01:30:36.6720000;Sensor0;PM10;10.9832137846515;
2017-01-01T01:30:49.3130000;Sensor1;O3;52.4501928331927;
2017-01-01T01:30:49.3130000;Sensor1;NO2;45.3975423522323;
2017-01-01T01:30:49.3130000;Sensor1;SO2;86.3429931737256;
2017-01-01T01:30:49.3130000;Sensor1;PM10;9.73987278968256;
2017-01-01T01:30:04.6220000;Sensor2;O3;53.6613707335517;
2017-01-01T01:30:04.6220000;Sensor2;NO2;105.051688055235;
2017-01-01T01:30:04.6220000;Sensor2;SO2;101.446803428415;
2017-01-01T01:30:04.6220000;Sensor2;PM10;18.3959337512145;
2017-01-01T01:30:51.0610000;Sensor3;O3;71.4611195321029;
2017-01-01T01:30:51.0610000;Sensor3;NO2;72.6878318336746;
2017-01-01T01:30:51.0610000;Sensor3;SO2;77.7065530401285;
2017-01-01T01:30:51.0610000;Sensor3;PM10;18.5378822313589;
2017-01-01T01:30:14.6870000;Sensor4;O3;63.8040095166211;
2017-01-01T01:30:14.6870000;Sensor4;NO2;150.313242558052;
2017-01-01T01:30:14.6870000;Sensor4;SO2;66.5331842674179;
2017-01-01T01:30:14.6870000;Sensor4;PM10;20.0976767974209;
2017-01-01T01:30:43.6980000;Sensor5;O3;77.3305654958721;
2017-01-01T01:30:43.6980000;Sensor5;NO2;75.3728361597183;
2017-01-01T01:30:43.6980000;Sensor5;SO2;94.0648250975358;
2017-01-01T01:30:43.6980000;Sensor5;PM10;20.665709445162;
2017-01-01T01:31:18.4150000;Sensor6;O3;27.9733968661978;
2017-01-01T01:31:18.4150000;Sensor6;NO2;140.906647254483;
2017-01-01T01:31:18.4150000;Sensor6;SO2;86.5795037064487;
2017-01-01T01:31:18.4150000;Sensor6;PM10;17.7395858162528;
2017-01-01T01:30:24.6720000;Sensor7;O3;49.2080167311718;
2017-01-01T01:30:24.6720000;Sensor7;NO2;112.107026025135;
2017-01-01T01:30:24.6720000;Sensor7;SO2;49.573178692231;
2017-01-01T01:30:24.6720000;Sensor7;PM10;18.6645515701665;
2017-01-01T01:30:22.6460000;Sensor8;O3;49.7704930441803;
2017-01-01T01:30:22.6460000;Sensor8;NO2;98.3952819195378;
2017-01-01T01:30:22.6460000;Sensor8;SO2;107.302081299443;
2017-01-01T01:30:22.6460000;Sensor8;PM10;17.1518108844468;
2017-01-01T01:30:55.8330000;Sensor9;O3;56.1873365612175;
2017-01-01T01:30:55.8330000;Sensor9;NO2;88.2470076853138;
2017-01-01T01:30:55.8330000;Sensor9;SO2;48.1937340289384;
2017-01-01T01:30:55.8330000;Sensor9;PM10;16.869484764426;
2017-01-01T02:00:15.5540000;Sensor0;O3;67.9284748555273;
2017-01-01T02:00:15.5540000;Sensor0;NO2;98.979984192197;
2017-01-01T02:00:15.5540000;Sensor0;SO2;119.423041339039;
2017-01-01T02:00:15.5540000;Sensor0;PM10;16.7564963001065;
2017-01-01T02:01:05.0120000;Sensor1;O3;64.3640552486879;
2017-01-01T02:01:05.0120000;Sensor1;NO2;84.2382114245433;
2017-01-01T02:01:05.0120000;Sensor1;SO2;111.980031645258;
2017-01-01T02:01:05.0120000;Sensor1;PM10;9.66525741189691;
2017-01-01T02:01:01.5040000;Sensor2;O3;71.6488984645092;
2017-01-01T02:01:01.5040000;Sensor2;NO2;137.865320262928;
2017-01-01T02:01:01.5040000;Sensor2;SO2;124.747875502234;
2017-01-01T02:01:01.5040000;Sensor2;PM10;21.2512226544172;
2017-01-01T02:01:15.6240000;Sensor3;O3;82.0456218447509;
2017-01-01T02:01:15.6240000;Sensor3;NO2;77.5946579806068;
2017-01-01T02:01:15.6240000;Sensor3;SO2;105.209052196172;
2017-01-01T02:01:15.6240000;Sensor3;PM10;21.2507941189607;
2017-01-01T02:01:24.8180000;Sensor4;O3;69.3528166024963;
2017-01-01T02:01:24.8180000;Sensor4;NO2;190.928862773468;
2017-01-01T02:01:24.8180000;Sensor4;SO2;66.2389893211681;
2017-01-01T02:01:24.8180000;Sensor4;PM10;27.1174260859555;
2017-01-01T02:01:03.0970000;Sensor5;O3;71.9337713797894;
2017-01-01T02:01:03.0970000;Sensor5;NO2;72.5111865611102;
2017-01-01T02:01:03.0970000;Sensor5;SO2;102.995003581287;
2017-01-01T02:01:03.0970000;Sensor5;PM10;20.5771450883682;
2017-01-01T02:00:52.0750000;Sensor6;O3;36.6596916950927;
2017-01-01T02:00:52.0750000;Sensor6;NO2;178.809618251098;
2017-01-01T02:00:52.0750000;Sensor6;SO2;116.987029388403;
2017-01-01T02:00:52.0750000;Sensor6;PM10;23.198429406398;
2017-01-01T02:01:00.5440000;Sensor7;O3;48.0615122643221;
2017-01-01T02:01:00.5440000;Sensor7;NO2;133.117382647135;
2017-01-01T02:01:00.5440000;Sensor7;SO2;59.4696569496899;
2017-01-01T02:01:00.5440000;Sensor7;PM10;18.3009521128321;
2017-01-01T02:00:59.6220000;Sensor8;O3;68.0782209998803;
2017-01-01T02:00:59.6220000;Sensor8;NO2;125.230514081159;
2017-01-01T02:00:59.6220000;Sensor8;SO2;141.804954814134;
2017-01-01T02:00:59.6220000;Sensor8;PM10;23.2677385238002;
2017-01-01T02:00:37.1890000;Sensor9;O3;69.7734086649199;
2017-01-01T02:00:37.1890000;Sensor9;NO2;129.844870453753;
2017-01-01T02:00:37.1890000;Sensor9;SO2;59.9067670170006;
2017-01-01T02:00:37.1890000;Sensor9;PM10;19.5870999570539;
2017-01-01T02:31:29.4650000;Sensor0;O3;80.7302657585501;
2017-01-01T02:31:29.4650000;Sensor0;NO2;127.745185628864;
2017-01-01T02:31:29.4650000;Sensor0;SO2;109.318647330814;
2017-01-01T02:31:29.4650000;Sensor0;PM10;19.3755618071386;
2017-01-01T02:31:08.1010000;Sensor1;O3;64.0606790618584;
2017-01-01T02:31:08.1010000;Sensor1;NO2;129.080474668235;
2017-01-01T02:31:08.1010000;Sensor1;SO2;102.949663536106;
2017-01-01T02:31:08.1010000;Sensor1;PM10;9.18492567987841;
2017-01-01T02:30:59.6230000;Sensor2;O3;79.8222107964743;
2017-01-01T02:30:59.6230000;Sensor2;NO2;147.321996243124;
2017-01-01T02:30:59.6230000;Sensor2;SO2;137.942878525525;
2017-01-01T02:30:59.6230000;Sensor2;PM10;23.9609758350465;
2017-01-01T02:30:24.4470000;Sensor3;O3;99.3691572829973;
2017-01-01T02:30:24.4470000;Sensor3;NO2;121.515770790581;
2017-01-01T02:30:24.4470000;Sensor3;SO2;138.264981060264;
2017-01-01T02:30:24.4470000;Sensor3;PM10;26.8218785633316;
2017-01-01T02:31:04.6450000;Sensor4;O3;64.5280305966023;
2017-01-01T02:31:04.6450000;Sensor4;NO2;222.348201795952;
2017-01-01T02:31:04.6450000;Sensor4;SO2;88.1181044791681;
2017-01-01T02:31:04.6450000;Sensor4;PM10;32.118904482087;
2017-01-01T02:30:09.4710000;Sensor5;O3;86.1261075827687;
2017-01-01T02:30:09.4710000;Sensor5;NO2;67.0905911441342;
2017-01-01T02:30:09.4710000;Sensor5;SO2;106.464727371352;
2017-01-01T02:30:09.4710000;Sensor5;PM10;23.796876733866;
2017-01-01T02:30:01.4070000;Sensor6;O3;37.4228180091652;
2017-01-01T02:30:01.4070000;Sensor6;NO2;201.776941528078;
2017-01-01T02:30:01.4070000;Sensor6;SO2;148.031892989652;
2017-01-01T02:30:01.4070000;Sensor6;PM10;22.9336150124121;
2017-01-01T02:31:19.4500000;Sensor7;O3;63.312651148136;
2017-01-01T02:31:19.4500000;Sensor7;NO2;170.825773271847;
2017-01-01T02:31:19.4500000;Sensor7;SO2;71.6297973925044;
2017-01-01T02:31:19.4500000;Sensor7;PM10;16.8298268290025;
2017-01-01T02:30:42.2360000;Sensor8;O3;66.2388294583684;
2017-01-01T02:30:42.2360000;Sensor8;NO2;143.668264613202;
2017-01-01T02:30:42.2360000;Sensor8;SO2;141.325085987923;
2017-01-01T02:30:42.2360000;Sensor8;PM10;25.5540952427831;
2017-01-01T02:30:11.1550000;Sensor9;O3;75.2677462894123;
2017-01-01T02:30:11.1550000;Sensor9;NO2;124.378186338617;
2017-01-01T02:30:11.1550000;Sensor9;SO2;75.5098929022137;
2017-01-01T02:30:11.1550000;Sensor9;PM10;23.0121992592958;
2017-01-01T03:00:45.4070000;Sensor0;O3;93.8703034402074;
2017-01-01T03:00:45.4070000;Sensor0;NO2;169.153293707761;
2017-01-01T03:00:45.4070000;Sensor0;SO2;123.414541379142;
2017-01-01T03:00:45.4070000;Sensor0;PM10;24.4264143092121;
2017-01-01T03:01:24.5810000;Sensor1;O3;80.0985608542696;
2017-01-01T03:01:24.5810000;Sensor1;NO2;121.628258127898;
2017-01-01T03:01:24.5810000;Sensor1;SO2;102.463900035692;
2017-01-01T03:01:24.5810000;Sensor1;PM10;11.5356622514139;
2017-01-01T03:01:29.6870000;Sensor2;O3;77.5278824246472;
2017-01-01T03:01:29.6870000;Sensor2;NO2;171.029882837272;
2017-01-01T03:01:29.6870000;Sensor2;SO2;146.554891068693;
2017-01-01T03:01:29.6870000;Sensor2;PM10;22.0389421378039;
2017-01-01T03:00:46.1060000;Sensor3;O3;112.683801799742;
2017-01-01T03:00:46.1060000;Sensor3;NO2;136.988166286212;
2017-01-01T03:00:46.1060000;Sensor3;SO2;141.010487636209;
2017-01-01T03:00:46.1060000;Sensor3;PM10;30.090856564686;
2017-01-01T03:00:49.7000000;Sensor4;O3;85.8118161701818;
2017-01-01T03:00:49.7000000;Sensor4;NO2;232.030134060461;
2017-01-01T03:00:49.7000000;Sensor4;SO2;121.764767685394;
2017-01-01T03:00:49.7000000;Sensor4;PM10;32.4356986254268;
2017-01-01T03:00:50.2920000;Sensor5;O3;92.1380328544121;
2017-01-01T03:00:50.2920000;Sensor5;NO2;94.8741660173783;
2017-01-01T03:00:50.2920000;Sensor5;SO2;102.678928873603;
2017-01-01T03:00:50.2920000;Sensor5;PM10;27.9734553881086;
2017-01-01T03:01:00.4080000;Sensor6;O3;51.5838161009625;
2017-01-01T03:01:00.4080000;Sensor6;NO2;213.891333649995;
2017-01-01T03:01:00.4080000;Sensor6;SO2;166.833175796358;
2017-01-01T03:01:00.4080000;Sensor6;PM10;21.3525261896055;
2017-01-01T03:00:23.8250000;Sensor7;O3;62.4148550348078;
2017-01-01T03:00:23.8250000;Sensor7;NO2;165.67815716195;
2017-01-01T03:00:23.8250000;Sensor7;SO2;72.7367096615857;
2017-01-01T03:00:23.8250000;Sensor7;PM10;17.6913120388414;
2017-01-01T03:00:07.3070000;Sensor8;O3;77.6962989279721;
2017-01-01T03:00:07.3070000;Sensor8;NO2;169.76952796483;
2017-01-01T03:00:07.3070000;Sensor8;SO2;130.115174715094;
2017-01-01T03:00:07.3070000;Sensor8;PM10;23.4552477247496;
2017-01-01T03:00:25.8610000;Sensor9;O3;81.497091140727;
2017-01-01T03:00:25.8610000;Sensor9;NO2;117.510692138123;
2017-01-01T03:00:25.8610000;Sensor9;SO2;79.7756637200961;
2017-01-01T03:00:25.8610000;Sensor9;PM10;29.7554897244234;
2017-01-01T03:30:27.4060000;Sensor0;O3;111.187099665013;
2017-01-01T03:30:27.4060000;Sensor0;NO2;196.280510744551;
2017-01-01T03:30:27.4060000;Sensor0;SO2;150.162125695873;
2017-01-01T03:30:27.4060000;Sensor0;PM10;22.3913508545736;
2017-01-01T03:30:45.8120000;Sensor1;O3;78.3483236769728;
2017-01-01T03:30:45.8120000;Sensor1;NO2;113.603570552594;
2017-01-01T03:30:45.8120000;Sensor1;SO2;100.99948017502;
2017-01-01T03:30:45.8120000;Sensor1;PM10;12.2192321792532;
2017-01-01T03:30:38.9040000;Sensor2;O3;75.400113240904;
2017-01-01T03:30:38.9040000;Sensor2;NO2;207.238162583811;
2017-01-01T03:30:38.9040000;Sensor2;SO2;155.859906005982;
2017-01-01T03:30:38.9040000;Sensor2;PM10;26.210269813233;
2017-01-01T03:30:31.7280000;Sensor3;O3;119.445908115383;
2017-01-01T03:30:31.7280000;Sensor3;NO2;177.47047336407;
2017-01-01T03:30:31.7280000;Sensor3;SO2;146.824700277706;
2017-01-01T03:30:31.7280000;Sensor3;PM10;34.2958540336531;
2017-01-01T03:30:30.0750000;Sensor4;O3;95.1679464215922;
2017-01-01T03:30:30.0750000;Sensor4;NO2;228.313314820386;
2017-01-01T03:30:30.0750000;Sensor4;SO2;114.05294632395;
2017-01-01T03:30:30.0750000;Sensor4;PM10;34.4562616389864;
2017-01-01T03:31:22.0190000;Sensor5;O3;91.3308108826856;
2017-01-01T03:31:22.0190000;Sensor5;NO2;114.179258408652;
2017-01-01T03:31:22.0190000;Sensor5;SO2;133.880620523782;
2017-01-01T03:31:22.0190000;Sensor5;PM10;26.0549070206503;
2017-01-01T03:30:07.1550000;Sensor6;O3;58.5161428648978;
2017-01-01T03:30:07.1550000;Sensor6;NO2;214.973018633733;
2017-01-01T03:30:07.1550000;Sensor6;SO2;158.8373390892;
2017-01-01T03:30:07.1550000;Sensor6;PM10;22.9830429972227;
2017-01-01T03:31:05.1010000;Sensor7;O3;80.3241824373441;
2017-01-01T03:31:05.1010000;Sensor7;NO2;190.059205804803;
2017-01-01T03:31:05.1010000;Sensor7;SO2;97.4554108125763;
2017-01-01T03:31:05.1010000;Sensor7;PM10;21.050190341634;
2017-01-01T03:30:05.5720000;Sensor8;O3;73.9746850710429;
2017-01-01T03:30:05.5720000;Sensor8;NO2;155.297357984484;
2017-01-01T03:30:05.5720000;Sensor8;SO2;162.698447474101;
2017-01-01T03:30:05.5720000;Sensor8;PM10;28.875614815729;
2017-01-01T03:31:21.0700000;Sensor9;O3;92.9619477278798;
2017-01-01T03:31:21.0700000;Sensor9;NO2;118.836092400699;
2017-01-01T03:31:21.0700000;Sensor9;SO2;88.7413605772861;
2017-01-01T03:31:21.0700000;Sensor9;PM10;33.1607091529094;
